,PLC,Huh7,name,Fold_change
ALDD20x,1588.4,2107.3498,"Aldehyde Dehydrogenase (Indole-3-Acetaldehyde, NAD)",0.75374292393223
ALDD20xm,445.4,297.99,"Aldehyde Dehydrogenase (Indole-3-Acetaldehyde, NAD), Mitochondrial",1.4946810295647504
ALDD21,44.72,47.43,"Aldehyde Dehydrogenase (Pristanal, NAD)",0.9428631667720851
ALDD2xm,393.84,192.21,"Aldehyde Dehydrogenase (Acetylaldehyde, NAD), Mitochondrial",2.0490088965194317
ALDD2y,226.45,136.3769,"Aldehyde Dehydrogenase (Acetaldehyde, NADP)",1.6604718247738435
ALDSTRNte,,,Aldosterone Transport,
ALDSTRNtm,,,Aldosterone Intracellular Transport,
ALOX12,0.23051,0.28564,Arachidonate 12-Lipoxygenase,0.8069948186528497
ALOX15,0.07,2.02,Arachidonate 15-Lipoxygenase,0.034653465346534656
ALOX5,0.03,0.2,Arachidonate 5-Lipoxygenase,0.15
ALOX52,0.03,0.2,Arachidonate 5-Lipoxygenase,0.15
ALR2,290.55,370.09,Aldose Reductase (Methylglyoxal),0.7850793050339108
ALR3,290.55,370.09,Aldose Reductase (Acetol),0.7850793050339108
AMACR2p,16.26,51.46,Alpha-Methylacyl Coenzyme A Racemase (Reductase),0.31597357170617957
AMACRp,16.26,51.46,Alpha-Methylacyl Coenzyme A Racemase,0.31597357170617957
AMCOXO,,,2-Aminomuconate Reductase,
AMETr,,,S-Adenosyl-L-Methionine Intracellular Diffusion,
AMETt2m,37.98,32.4,"S-Adenosyl-L-Methionine Reversible Transport, Mitochondrial",1.1722222222222223
AMPDA,158.1515,225.9564,Adenosine Monophosphate Deaminase,0.6999204271266491
AMPTASECGe,190.24,49.25,Alanyl Aminopeptidase (Cys-Gly) (E),3.8627411167512693
AMPtp,,,"AMP Transporter, Peroxisome",
AMY1e,838.5072,781.5352,"Alpha-Amylase, Extracellular (Strch1 -> Strch2)",1.072897548312603
AMY2e,838.5072,781.5352,"Alpha-Amylase, Extracellular (Glygn2 -> Glygn4)",1.072897548312603
ANDRSTRNGLCte,39.2,6.8,Glucuronidated Compound Transport,5.764705882352942
ANDRSTRNGLCtr,,,"Glucuronidated Compound Transport, Endoplasmatic Reticulum",
ANDRSTRNte,,,Androsterone Transport,
ANDRSTRNtr,,,Androsterone Intracellular Transport,
ANTIPYRENEte,,,Transport of Antipyrine,
AOBUTDsm,,,"L-2-Amino-3-Oxobutanoate Decarboxylation, Mitochondrial (Spontaneous)",
APAT2rm,11.14,45.88,"3-Aminopropanoate:2-Oxoglutarate Aminotransferase, Mitochondrial",0.24280732345248474
APNNOXte,,,Transport of Alpha-Pinene Oxide,
APOCF,,,Apocarboxylase Formation,
APOCFm,,,"Apocarboxylase Formation, Mitochondrial",
APOC_LYS_BTNP,,,Proteolysis of ApoC-Lys-Biotin,
APOC_LYS_BTNPm,,,"Proteolysis of ApoC-Lys-Biotin, Mitochondrial",
APPNNte,,,Transport of (+)-Alpha-Pinene,
APRTO2,23.15,96.66,N-Acetylputrescine: Oxygen Oxireductase (Deaminating),0.23949927581212496
AQCOBALt,,,Aquacob-(III)-Alamin Uptake,
ARAB_Lt,,,L-Arabinoase Extracellular Transport,
ARABR,290.55,370.09,Arabinose Reductase,0.7850793050339108
ARACHCOAtx,,,Fatty Acid Intracellular Transport,
ARACHCPT1,133.32,38.82,Carnitine Transferase,3.434312210200927
ARACHCPT2,29.71,32.19,Carnitine Transferase,0.9229574401988196
ARACHCRNt,19.98,50.47,Transport into the Mitochondria (Carnitine),0.39587873984545274
ARACHDCOAtx,,,Fatty Acid Intracellular Transport,
ARACHDt2,9.45,0.77,Fatty Acid Transport via Diffusion,12.272727272727272
ARACHDtr,,,Intracellular Transport,
ARACHt,,,Fatty Acid Transport via Diffusion,
ARGDCm,0.39,0.06,"Arginine Decarboxylase, Mitochondrial",6.500000000000001
ARGLYSex,36.31,30.64,Arginine/Lysine Exchanger (Arg In),1.1850522193211488
ARGNm,33.71,61.21,"Arginase, Mitochondrial",0.550727005391276
ARGSS,1905.68,83.58,Argininosuccinate Synthase,22.80067001675042
ARGt4,0.39,3.05,L-Arginine Transport in via Sodium Symport,0.1278688524590164
ARGtm,67.1099,61.9148,Arginine Mitochondrial Transport via Ornithine Carrier,1.0839072402721157
ARSA,7.41,8.78,Arylsulfatase A,0.8439635535307518
ARTCOAL1,,,R Group Coenzyme A Ligase,
ARTCOAL2,,,R Group Coenzyme A Ligase,
ARTCOAL3,,,R Group Coenzyme A Ligase,
R_group_phosphotase_1,,,R Group Phosphotase 1,
R_group_phosphotase_2,,,R Group Phosphotase 2,
R_group_phosphotase_3,,,R Group Phosphotase 3,
ARTFR208,,,R Group Artificial Flux,
ARTPLM3,,,R Group to Palmitate Conversion,
ARTPLM3m,,,R Group to Palmitate Conversion,
ASAH1,335.64,114.72,N-Acylsphingosine Amidohydrolase,2.9257322175732217
ASCBOX,,,Ascorbic Acid Oxidase,
ASCBt,,,L-Ascorbate Transport via Facilitated Diffusion,
ASCBt4,95.42,147.64,L-Ascorbate Transport via Proton Symport,0.646301815226226
ASNALANaEx,484.08,154.72,L-Alanine/L-Asparagine Na-Dependent Exchange (Asn-L In),3.1287487073422957
ASNCYSNaEx,484.08,154.72,L-Cysteine/L-Asparagine Na-Dependent Exchange (Asn-L In),3.1287487073422957
ASNGLNNaEx,484.08,154.72,L-Glutamine/L-Asparagine Na-Dependent Exchange (Asn-L In),3.1287487073422957
ASNNm,14.13,17.49,"L-Asparaginase, Mitochondrial",0.8078902229845627
ASNS1,982.47,279.06,Asparagine Synthase (Glutamine-Hydrolysing),3.520640722425285
ASNSERNaEx,484.08,154.72,L-Serine/L-Asparagine Na-Dependent Exchange (Asn-L In),3.1287487073422957
ASNt4,644.0,491.8087,L-Asparagine Transport in via Sodium Symport,1.3094522321382278
ASNTHRNaEx,484.08,154.72,L-Threonine/L-Asparagine Na-Dependent Exchange (Asn-L In),3.1287487073422957
ASNtm,,,"L-Asparagine Transport, Mitochondrial",
ASNtN1,0.36893,52.07,"Asparagine Transport (Na, H Coupled)",0.007085269829076243
ASPCTr,75.86,39.51,Aspartate Carbamoyltransferase (Reversible),1.9200202480384714
ASPDt6,8.84,18.3383,"D-Aspartate Transport via Na, H Symport And K Antiport",0.4820512261223777
ASPDxt,,,"D-Aspartate Transport, Peroxisomal",
ASPGLUm,116.0,99.02,Aspartate-Glutamate Mitochondrial Shuttle,1.1714805089880833
ASPNATm,,,"Aspartate N-Acetyltransferase, Mitochondrial",
ASPt6,8.84,18.3383,"L-Aspartate Transport via Na, H Symport And K Antiport",0.4820512261223777
ASPTAm,193.59,213.65,Aspartate Transaminase,0.9061081207582494
ATP1ter,,,"ADP/ATP Transporter, Endoplasmic Reticulum",
ATP2ter,,,"AMP/ATP Transporter, Endoplasmic Reticulum",
ATPasel,0.28,1.68,"V-Type ATPase, H+ Transporting, Lysosomal",0.16666666666666669
ATPH1e,112.1722,86.3486,ATP Diphosphohydrolase,1.2990621735615864
ATPH2e,113.3822,86.5486,ATP Diphosphohydrolase,1.3100408325495734
ATPtm,1782.68,1378.76,"ADP/ATP Transporter, Mitochondrial",1.2929588905973484
ATPtn,,,ATP Diffusion in Nucleus,
ATPtx,,,"ATP Transporter, Peroxisomal",
AVITE2t,,,Alpha-Tocotrienol (Vit. E) Transport,
B_MANNASEly,24.03,14.32,"Beta-Mannosidase, Lysosomal",1.678072625698324
B3GALT3g,1.8174,67.8,"Beta-1, 3-Galactosyltransferase 3",0.026805309734513273
B3GALT41g,1.69,0.92,"Beta-1, 3-Galactosyltransferase 4",1.8369565217391304
B3GALT42g,1.69,0.92,"Beta-1, 3-Galactosyltransferase 4",1.8369565217391304
B3GALT43g,1.69,0.92,"Beta-1, 3-Galactosyltransferase 4",1.8369565217391304
B3GALT44g,1.69,0.92,"Beta-1, 3-Galactosyltransferase 4",1.8369565217391304
B3GALT5g,0.717,0.91725,"Beta-1, 3-Galactosyltransferase 5",0.7816843826655764
B3GALTg,,,Beta Galactosyltransferase,
B3GNT11g,1.78,0.73737,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 1",2.4139848380053435
B3GNT12g,1.8,1.5871,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 1",1.1341440362926092
B3GNT310g,37.9,26.23,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",1.4449104079298511
B3GNT311g,37.9,26.23,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",1.4449104079298511
B3GNT312g,37.9,26.23,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",1.4449104079298511
B3GNT313g,37.9,26.23,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",1.4449104079298511
B3GNT314g,37.9,26.23,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",1.4449104079298511
B3GNT315g,37.9,26.23,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",1.4449104079298511
B3GNT31g,37.9,26.23,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",1.4449104079298511
B3GNT32g,37.9,26.23,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",1.4449104079298511
B3GNT33g,37.9,26.23,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",1.4449104079298511
B3GNT34g,37.9,26.23,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",1.4449104079298511
B3GNT35g,37.9,26.23,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",1.4449104079298511
B3GNT36g,37.9,26.23,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",1.4449104079298511
B3GNT37g,37.9,26.23,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",1.4449104079298511
B3GNT39g,37.9,26.23,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",1.4449104079298511
B3GNT51g,4.97,1.59,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 5",3.125786163522012
BAAT1x,2.1,0.29,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,7.241379310344828
BAAT2x,2.1,0.29,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,7.241379310344828
BAAT3x,2.1,0.29,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,7.241379310344828
BAAT4x,2.1,0.29,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,7.241379310344828
BACCL,17.56,9.2,Biotin-[Acetyl Coenzyme A-Carboxylase] Ligase,1.9086956521739131
BACCLm,17.56,9.2,"Biotin-[Acetyl Coenzyme A-Carboxylase] Ligase, Mitochondrial",1.9086956521739131
BALAtmr,,,Beta-Alanine Reversible Mitochondrial Transport (Diffusion),
BALAVECSEC,0.11481,0.12965,B-Alanine Secretion via Secretory Vesicle (ATP Driven),0.8855379868877749
BAMPPALDOX,1588.4,2107.3498,Beta-Aminopropion Aldehyde:NAD+ Oxidoreductase,0.75374292393223
BBHOX,0.26,0.07,"4-Trimethylammoniobutanoate, 2-Oxoglutarate:Oxygen Oxidoreductase (3-Hydroxylating)",3.714285714285714
BCDO,0.1,0.15739,Beta-Carotene Dioxygenase,0.6353643814727746
BDHm,0.6,4.8,(R)-3-Hydroxybutanoate:NAD+ Oxidoreductase,0.125
BETALDHxm,,,"Betaine-Aldehyde Dehydrogenase, Mitochondrial",
BHBt,,,(R)-3-Hydroxybutanoate Transport via H+ Symport,
BHBtm,,,(R)-3-Hydroxybutanoate Mitochondrial Transport via H+ Symport,
BHMT,13.6218,77.34,Betaine-Homocysteine S-Methyltransferase,0.17612878200155158
BILDGLCURt,0.88,0.35,Bilirubin Beta-Diglucuronide Transport via Bicarbonate Antiport,2.5142857142857147
BILDGLCURte,218.14,55.5,Bilirubin Beta-Diglucuronide Transport Mdr,3.9304504504504503
BILDGLCURtr,,,Glucuronidated Compound Transport,
BILGLCURt,1.0,9.31,Bilirubin Monoglucuronide Transport via Bicarbonate Antiport,0.10741138560687433
BILGLCURte,39.2,6.8,Bilirubin Monoglucuronide Transport Mdr,5.764705882352942
BILGLCURtr,,,Glucuronidated Compound Transport,
BILIRED,280.46,50.01,NAD (P)H Biliverdin Reductase,5.608078384323135
BILIRUBt2,0.88,0.35,Bilirubin Transport via Bicarbonate Antiport,2.5142857142857147
BILIRUBtr,,,"Lipid, Flip-Flop Intracellular Transport",
BIOCYTtn,,,"Biocytin Transport, Nuclear",
BMTer_U,29.12,7.59,"B Mannosyltransferase, Endoplasmic Reticulum",3.8366271409749673
BPNT2,55.98,65.99,"3', 5'-Bisphosphate Nucleotidase (Paps)",0.8483103500530383
BTND1,23.4,27.64,Biotinidase (Biotin),0.8465991316931982
BTND1n,23.4,27.64,"Biotinidase (Biotin), Nuclear",0.8465991316931982
BTNDe,23.4,27.64,"Biotinidase (Biotin), Extracellular",0.8465991316931982
BTNDm,23.4,27.64,"Biotinidase (Biotin), Mitochondrial",0.8465991316931982
BTNPL,17.56,9.2,Holocarboxylase Synthestase (Biotin Protein Ligase),1.9086956521739131
BTNPLm,17.56,9.2,"Holocarboxylase Synthestase (Biotin Protein Ligase), Mitochondrial",1.9086956521739131
BTNt2,69.04,130.44,Biotin Reversible Transport via Proton Symport,0.5292854952468569
BTNt2m,69.04,130.44,"Biotin Reversible Transport via Proton Symport, Mitochondria",0.5292854952468569
BTNt3i,116.6,59.31,Biotin Transport via Sodium Symport,1.9659416624515258
BTNt4i,13.92,82.0,Biotin Uptake (Antiport),0.16975609756097562
BTNtn,,,"Biotin Transport, Nuclear",
BUP2,0.03,5.57,Beta-Ureidopropionase (D-3-Amino-Isobutanoate Forming),0.0053859964093357264
BUTt2m,69.04,130.44,"Butyrate Mitochondrial Transport via Proton Symport, Reversible",0.5292854952468569
BVITEt,,,Beta-Tocopherol (Vit. E) Transport,
BZt,,,Benzoate Transport (Diffusion),
BZtr,,,"Benzene Transporter, Endoplasmic Reticulum",
C14STRr,78.74,58.71,C-14 Sterol Reductase,1.3411684551183785
C160CPT1,128.29,29.6,Production of Palmitoylcarnitine,4.334121621621621
C160CPT2,34.74,41.41,C160 Transport into the Mitochondria,0.8389277952185463
C160CRNt,19.98,50.47,C160 Transport into the Mitochondria,0.39587873984545274
C161CPT1,133.32,38.82,Production of Palmitoleoylcarnitine,3.434312210200927
C161CPT12,133.32,38.82,Carnitine O-Palmitoyltransferase,3.434312210200927
C161CPT2,29.71,32.19,Transport of Hexadecenoyl Coenzyme A into Mitochondrial Matrix,0.9229574401988196
C161CPT22,29.71,32.19,C161 Transport into the Mitochondria,0.9229574401988196
C161CRN2t,19.98,50.47,C161 Transport into the Mitochondria,0.39587873984545274
C161CRNt,19.98,50.47,C161 Transport into the Mitochondria,0.39587873984545274
C180CPT1,133.32,38.82,Production of Stearoylcarnitine,3.434312210200927
C180CPT2,29.71,32.19,Carnitine O-Stearoyl Transferase,0.9229574401988196
C180CRNt,19.98,50.47,C180 Transport into the Mitochondria,0.39587873984545274
C181CPT1,133.32,38.82,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,3.434312210200927
C181CPT2,29.71,32.19,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,0.9229574401988196
C181CRNt,19.98,50.47,C181 Transport into the Mitochondria,0.39587873984545274
C204CPT1,133.32,38.82,Carnitine C20:4 Transferase,3.434312210200927
C204CPT2,29.71,32.19,Arachidonic Acid Transport into the Mitochondria,0.9229574401988196
C204CRNt,19.98,50.47,Arachidonic Acid Transport into the Mitochondria,0.39587873984545274
C226COAtx,,,Fatty Acid Intracellular Transport,
C226CPT1,133.32,38.82,Carnitine C22:6 Transferase,3.434312210200927
C226CPT2,29.71,32.19,C226 Transport into the Mitochondria,0.9229574401988196
C226CRNt,,,C226 Transport into the Mitochondria,
C3STDH1Pr,92.98,67.93,C-3 Sterol Dehydrogenase (4-Methylzymosterol),1.3687619608420432
C3STDH1r,92.98,67.93,C-3 Sterol Dehydrogenase (4-Methylzymosterol),1.3687619608420432
C3STKR2r,117.53,234.94,C-3 Sterol Keto Reductase (Zymosterol),0.500255384353452
C4STMO1r,129.52,375.32,"C-4 Sterol Methyl Oxidase (4, 4-Dimethylzymosterol)",0.34509218799957375
C4STMO2Pr,92.98,67.93,C-4 Methyl Sterol Oxidase,1.3687619608420432
C4STMO2r,222.5,443.25,C-4 Methyl Sterol Oxidase,0.5019740552735477
CAATPS,74.987,178.15,Ca ATPase,0.42092057255122084
CAROtr,,,Beta-Carotene Transport via Diffusion,
CARVEOLte,,,Transport of Xenobiotic,
CAT2p,72.33,80.77,"Catalase A, Peroxisomal (Ethanol)",0.8955057570880277
CAt7r,2.2115,2.7847,"Calcium / Sodium Antiporter (1:3), Reversible",0.7941609509103315
CATm,72.33,80.77,Catalase,0.8955057570880277
CATp,72.33,80.77,"Catalase A, Peroxisomal",0.8955057570880277
CBL2OR,,,NADH:Cob (III)Alamine Oxidoreductase,
CBL2tm,1.99,2.41,"Cob(II)Alamine Transport, Mitochondrial",0.8257261410788381
CBPPer,85.1223,45.0721,"Carbamoyl Phosphate Phosphotransferase, Endoplasmic Reticulum",1.8885807406355595
CBPSam,3597.04,14.82,"Carbamoyl-Phosphate Synthase (Ammonia), Mitochondrial",242.71524966261808
CBPter,,,"Carbamoyl Phosphate Transport, Endoplasmic Reticulum",
CBR2,166.45,59.18,Carbonyl Reductase [NADPH] 1,2.8126056100033794
CDIPTr,115.82,98.36,Phosphatidylinositol Synthase (Homo Sapiens),1.1775111834078893
CDPDAGtm,,,Intracellular Transport,
CDS,23.46,30.39,Phosphatidate Cytidylyltransferase,0.771964461994077
CDSm,23.46,30.39,Phosphatidate Cytidylyltransferase,0.771964461994077
CEPTC,202.45,166.32,Choline Phosphotransferase,1.2172318422318422
CEPTE,25.29,26.69,Ethanolamine Phosphotransferase,0.9475458973398275
CERK,58.48,138.88,Ceramide Kinase,0.4210829493087557
CERT1gt,11.06,22.86,Ceramide Transport Protein,0.48381452318460194
CERT1rt,11.06,22.86,Ceramide Transport Protein,0.48381452318460194
CERT2gt,11.06,22.86,Ceramide Transport Protein,0.48381452318460194
CERT2rt,11.06,22.86,Ceramide Transport Protein,0.48381452318460194
CGLYt3_2_,0.19,1.01,Cys-Gly Transport in via Proton Symport,0.18811881188118812
CH25H,0.13841,0.15292,Cholesterol 25-Hydroxylase,0.9051137849856135
CHAT,0.8486,1.0821,Choline O-Acetyltransferase,0.7842158765363645
CHATn,0.8486,1.0821,Choline O-Acetyltransferase,0.7842158765363645
CHLP,9.24,0.03,Choline Phosphate Phosphatase,308.0
CHLPCTD,67.48,43.41,Choline Phosphate Cytididyltransferase,1.5544805344390695
CHLtm,,,Choline Transport via Diffusion (Cytosol to Mitochondria),
CHOLATEt,1.37,3.85,Cholate Transport via Bicarbonate Antiport,0.35584415584415585
CHOLATEt2,0.43683,0.60259,Cholate Transport via Sodium Symport,0.7249207587248379
CHOLATEt3,1.5304,19.09,ABC Bile Acid Transporter,0.08016762702985857
CHOLD2m,30.69,31.46,"Choline Dehydrogenase (FAD Acceptor), Mitochondrial",0.9755244755244755
CHOLK,148.18,465.96,Choline Kinase,0.3180101296248605
CHOLPtg,,,Choline Phosphate Intracellular Transport,
CHOLPtl,,,Choline Phosphate Intracellular Transport,
CHOLt4,0.19994,0.24917,"Choline, Sodium Symport",0.8024240478388249
CHOLtg,,,Choline Intracellular Transport,
CHOLtn,,,"Choline Transport, Nuclear Through Pores",
CHOLtr,,,Choline Intracellular Transport,
CHOLtu,13.093,5.01,Choline Uniport,2.613373253493014
CHSTEROLSULT,12.13,8.79,Steroid Sulfotransferase,1.379977246871445
CHSTEROLt1,37.71,22.4,Cholesterol Intracellular Transport,1.683482142857143
CHSTEROLt2,,,Cholesterol Intracellular Transport,
CHSTEROLt3,,,Cholesterol Intracellular Transport,
CHSTEROLtg,23.26,31.63,"Cholesterol Efflux (ATP Depedent), Golgi Apparatus",0.7353778058804933
CHTNASE,85.721,30.4857,Chitinase,2.811842929635862
CHTNASEe,0.23377,0.3756,"Chitinase, Extracellular",0.6223908413205538
CITMCOAHm,,,"L-Citramalyl Coenzyme A Hydro-Lyase, Mitochondrial",
CITMCOALm,,,L-Citramalyl Coenzyme A Pyruvate-Lyase,
CITRtm,67.1099,61.9148,Citrulline Mitochondrial Transport via Proton Antiport,1.0839072402721157
CITt4_2,0.18,0.06,Citrate Transport via Sodium Symport,3.0
CITtam,143.96,270.47,"Citrate Transport, Mitochondrial",0.5322586608496321
CITtbm,143.96,270.47,"Citrate Transport, Mitochondrial",0.5322586608496321
CK,175.2035,6.8975,ATP Creatine Kinase,25.401014860456687
CKc,186.39,630.86,"ATP Creatine Kinase, Cytosolic",0.29545382493738703
CLFORtex,0.36,0.21,Chloride Transport via Formate Antiport,1.7142857142857142
CLHCO3tex2,128.4,155.52,Chloride Transport via Bicarbonate Antiport (2:1),0.8256172839506173
CLI2tex,0.36,0.21,Chloride Transport via Iodide Antiport,1.7142857142857142
CLOHtex2,128.4,155.52,Chloride Transport via Hydroxide Antiport (2:1),0.8256172839506173
CLOXAtex2,128.4,155.52,Chloride Transport via Oxalate Antiport (2:1),0.8256172839506173
CLPNDCOAtx,,,Fatty Acid Intracellular Transport,
CLPNDCPT1,133.32,38.82,Carnitine O-Palmitoyltransferase,3.434312210200927
CLPNDCPT2,29.71,32.19,Carnitine Transferase,0.9229574401988196
CLPNDCRNt,19.98,50.47,Transport into the Mitochondria (Carnitine),0.39587873984545274
CLPNDt,,,Fatty Acid Transport via Diffusion,
CLS_hs,34.47,54.52,Cardiolipin Synthase (Homo Sapiens),0.6322450476889214
CMPACNAtg,29.45,26.56,"Transport of Cytidine-5'-Monophosphate-N-Acetyl-Beta-Neuraminate via CMP Antiport, Golgi Apparatus",1.1088102409638554
CMPACNAtn,,,"Transport of Cytidine-5'-Monophosphate-N-Acetyl-Beta-Neuraminate, Nuclear",
CMPSAS,73.36,66.24,CMP Sialic Acid Synthase,1.107487922705314
CMPSASn,73.36,66.24,"CMP Sialic Acid Synthase, Nuclear",1.107487922705314
CO2ter,,,CO2 Endoplasmic Reticular Transport via Diffusion,
CO2tg,,,CO2 Golgi Transport,
CO2tm,,,"CO2 Transport (Diffusion), Mitochondrial",
CO2tp,,,CO2 Peroxisomal Transport,
COAtg,,,"Transport of Coenzyme A (Diffusion), Golgi Apparatus",
COAtl,,,"Transport of Coenzyme A (Diffusion), Lysosomal",
COAtm,12.07,12.44,Transport of Coenzyme A,0.9702572347266881
COAtn,,,"Transport of Coenzyme A, Nuclear",
COAtp,,,"Transport of Coenzyme A, Peroxisome",
COAtr,,,"Transport of Coenzyme A, Endoplasmatic Reticulum",
COKECBESr,29.44,16.09,"Carboxylesterase (Cocaine), Endoplasmatic Reticulum",1.8297078931013053
COQ3m,43.63,25.04,Methyltransferase Coq3,1.74241214057508
COQ5m,,,Ubiquinone Biosynthesis Methyltransferase Coq5,
COQ6m,32.0,16.72,Ubiquinone Biosynthesis Monooxgenase Coq6,1.9138755980861246
COQ7m,10.74,10.06,Ubiquinone Biosynthesis Coq7,1.0675944333996024
CORE2GTg,44.16,24.36,"Core 2 Acetylglucosaminyltransferase, Golgi Apparatus",1.812807881773399
CORE3GTg,0.09,0.1,"Core 3 Beta-GlcNac-Transferase, Golgi Apparatus",0.8999999999999999
CORE4GTg,35.86,10.27,"Core 4 Beta6-Galnac-Transferase, Golgi Apparatus",3.4917234664070107
CORE5GTg,,,"Core 5 Alpha-Galnac-Transferase, Golgi Apparatus",
CORE6GTg,0.18,1.96,"Core 6 Beta-GlcNac-Transferase A, Golgi Apparatus",0.09183673469387756
CORE7GTg,,,"Core 7 Alpha-Galnac-Transferase, Golgi Apparatus",
CORE8GTg,,,"N-Acetylgalactosamine 3-Alpha-Galactosyltransferase, Golgi Apparatus",
COt,,,Transporter of Carbon Monoxide via Diffusion,
COUCOAFm,,,P-Coumaroyl Coenzyme A Formation,
COUMARINte,,,Transport of Coumarin,
CREATt4_2_r,31.36,5.15,Creatine Transport (Sodium Symport) (2:1),6.089320388349514
CREATtmdiffir,,,Creatine Transport To/from Mitochondria via Diffusion,
CRMPte,,,Crmp Hs Transport,
CRNCAR3tp,,,"Carnitine-Propcarnitine Carrier, Peroxisomal",
CRNCARtp,57.2,29.83,"Carnitine-Acetylcarnitine Carrier, Peroxisomal",1.9175326852162256
CRNt,0.22648,0.03,L-Carnitine Reversible Transport,7.549333333333333
CRNtHa,0.28,0.06,L-Carnitine Outward Transport (H+ Antiport),4.666666666666667
CRNtim,19.98,50.47,L-Carnitine Transport Out of Mitochondria via Diffusion,0.39587873984545274
CRNtuNa,0.22648,0.03,L-Carnitine Inward Transport by Na+ Symport,7.549333333333333
CRNtx,,,Carnitine Transport Peroxisome to Mitochondria,
CRTNsyn,,,Creatinine Synthase,
CRTSLt,,,Cortisol Transport,
CRTSLtm,,,Cortisol Intracellular Transport,
CRTSLtr,,,Cortisol Intracellular Transport,
CRTSTRNt,,,Corticosterone Transport,
CRTSTRNtm,,,Corticosterone Intracellular Transport,
CRVNCtr,,,Fatty Acid Transport via Diffusion,
CSAPASEly,,,"Chondroitin Sulfate A Proteoglycan Protease, Lysosomal (Endosome)",
CSBPASEly,,,"Chondroitin Sulfate B Proteoglycan Protease, Lysosomal (Endosome)",
CSCPASEly,,,"Chondroitin Sulfate C Proteoglycan Protease, Lysosomal (Endosome)",
CSDPASEly,,,"Chondroitin Sulfate D Proteoglycan Protease, Lysosomal (Endosome)",
