GENE	Liver_Cancer.Cell.Line_Low_HuH-7_Hepatocellular.Carcinoma: BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C11_419730	Liver_Cancer.Cell.Line_Low_HuH-7_Hepatocellular.Carcinoma: GSM253206	Liver_Cancer.Cell.Line_Low_PLC-PRF-5_Hepatocellular.Carcinoma: MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A04_454756
SLC25A17	246.37	196.05	174.59
SLC9A6	277.07	358.84	569.16
CLGN	429.59	425.47	140.86
EIF3M	1554.35	1485.57	1759.20
HOXB13	34.49	47.93	52.38
NXF1	539.58	456.13	446.06
SEC23B	962.81	1062.02	443.66
SEC23A	1582.18	1437.45	808.89
C1orf61	136.66	169.33	142.19
CAP2	441.57	450.35	471.66
CAP1	2667.18	1757.12	3496.03
CREB3	452.51	449.57	1006.69
LRRC41	260.19	226.46	298.79
CEACAM5	39.48	38.29	36.90
VTI1B	839.16	792.63	1044.57
CRTAP	140.01	160.88	569.60
SYNCRIP	1005.99	726.84	645.83
VAT1	693.47	679.11	1083.89
STK25	261.38	345.44	186.68
ENOX2	69.46	69.83	68.77
UNC13B	338.64	537.90	418.62
CARM1	247.02	233.73	262.50
NCOA2	127.35	162.03	39.03
ADARB1	68.96	77.40	70.21
SEMA6C	107.36	110.46	138.25
SEMA6B	64.71	74.01	62.38
SEMA4F	122.97	97.25	256.39
SEMA4D	54.78	44.66	77.14
SEMA4B	228.10	215.18	505.86
CEBPA	2016.73	5640.08	261.18
SEMA3C	40.55	18.23	87.23
APPBP2	188.60	175.33	182.59
MYBBP1A	262.09	257.76	168.99
FBLN5	213.87	277.38	51.05
CIB2	146.19	101.53	184.11
CIB1	687.35	733.32	829.90
CEBPB	1011.30	1625.09	2751.11
ZNF211	229.52	148.22	150.72
DDX17	139.89	243.47	659.85
DEAF1	140.25	116.06	80.76
CHERP	158.94	171.39	132.34
KAT5	200.59	240.99	307.13
HYOU1	1722.28	1367.48	3022.65
IPO8	156.93	107.70	128.70
NOP56	1712.40	1560.83	852.41
NEBL	54.73	64.54	267.80
CEBPD	454.24	121.84	585.12
PITRM1	256.53	301.52	556.64
ATG7	120.62	136.50	73.39
SSSCA1	416.16	706.67	244.89
RNASEH2A	944.30	1117.07	1061.29
P3H3	59.10	70.93	43.83
UBD	1236.46	2121.40	760.76
BATF	68.99	43.45	64.65
GLRX3	1644.58	2228.88	1664.76
CEBPE	34.65	25.85	48.97
DCTN2	1456.91	1626.78	1526.06
ANP32B	4773.06	3813.24	3074.21
LAMTOR5	1246.53	1491.35	1740.40
PROCR	47.48	51.88	200.59
TM9SF1	649.01	534.82	518.03
PRDX4	4390.90	3282.77	8060.76
CEBPG	641.32	1106.59	386.15
ARL6IP5	348.69	193.51	455.97
AGR2	87.85	48.93	500.14
ARPC1A	2699.92	2036.67	1653.61
HTATIP2	265.71	367.17	519.62
AGPAT1	590.18	500.14	1093.93
AGPAT2	563.94	536.86	217.22
RPP30	58.19	56.06	36.17
RPP38	327.37	419.99	517.67
SPTLC1	232.87	161.67	136.84
SLC35A1	704.62	429.29	633.19
SLC19A2	469.51	570.98	196.15
IFI44	23.40	26.47	17.94
OLFM4	14.88	14.56	12.89
CXCL13	15.02	19.62	19.83
ARFGEF2	210.84	253.14	216.39
ARFGEF1	306.79	262.92	198.18
AKAP3	65.25	46.93	40.90
RABAC1	1217.66	974.49	1560.83
SLC34A2	38.71	37.10	36.39
SLU7	257.98	198.83	127.02
CEL	38.45	36.12	27.90
DPYSL4	25.45	36.62	63.31
SIVA1	312.97	407.03	499.21
MRPL28	232.94	369.57	236.06
CCT7	3167.00	2272.40	2130.83
CCT4	7216.08	5273.34	6795.67
CCT2	4424.20	2310.52	3362.46
NPC2	810.63	434.77	1659.12
GNLY	24.97	27.86	26.68
TACC2	149.42	220.08	353.21
CELP	41.70	60.54	49.21
SORBS1	79.18	57.09	75.89
IFITM2	498.10	145.20	1967.43
COLEC10	22.89	27.67	28.57
POMT1	132.43	123.17	106.64
MAB21L2	177.27	176.88	16.79
TXNRD2	143.01	146.33	85.58
MTHFS	372.66	384.70	382.05
DRAP1	297.12	354.71	697.72
CENPA	413.83	529.73	644.44
SCGN	238.28	478.24	59.91
DNPH1	275.12	249.07	523.34
SMC2	246.95	191.16	283.64
PRPF8	861.67	1000.08	741.40
ERN2	74.56	65.76	67.51
AHSA1	2048.43	1595.73	1956.69
SLCO1B1	28.13	26.00	30.47
CENPB	197.94	281.29	143.60
ADARB2	31.19	29.29	23.25
USP16	392.70	302.29	758.08
CDC42EP3	28.11	27.87	27.28
SH2B2	150.57	153.96	284.64
PAICS	2378.61	3059.12	2412.14
TBL3	174.80	148.58	208.96
MXD4	184.06	146.79	128.82
P3H4	167.95	202.40	481.64
CENPC	121.41	148.51	195.71
ST6GALNAC2	49.87	61.72	66.05
PDLIM5	370.03	235.55	121.90
TRIM3	34.09	31.57	40.08
ERLIN1	624.73	707.02	660.72
HEXIM1	399.90	339.84	466.39
SPAG5	925.31	1189.38	760.39
RBCK1	264.07	217.94	130.93
STAMBP	481.14	329.49	484.25
TGOLN2	407.43	364.03	645.56
POLR3F	287.42	396.34	134.86
POLR3G	155.95	86.77	76.29
POLR3C	236.11	277.30	362.57
IVNS1ABP	411.69	254.43	216.00
MYL12A	5076.79	7048.99	4919.51
TXNIP	515.17	440.07	169.45
TAF6L	55.48	48.62	74.83
CENPE	217.40	374.26	246.90
PDPN	28.27	38.24	28.27
POSTN	14.32	15.22	18.39
ATP5L	2108.94	2314.36	2559.24
RASL10A	56.15	76.95	44.89
GAS2L1	243.33	187.14	378.83
RAD51AP1	907.03	820.41	469.34
RGS14	66.79	70.27	79.35
LEFTY1	44.03	31.87	37.48
SPHAR	431.58	295.13	190.88
CENPF	221.32	264.20	265.06
EXOC5	298.21	227.99	176.53
NPRL2	449.26	371.96	486.87
IGF2BP1	275.04	256.73	285.27
IGF2BP3	552.53	714.55	721.87
IGF2BP2	44.51	74.64	96.22
CAMKK2	103.65	138.25	115.71
SCGB1D2	36.23	29.94	24.35
SCGB1D1	15.83	16.43	17.78
PRELID3A	131.24	249.93	121.44
MTX2	926.41	767.75	795.16
YKT6	287.98	316.14	408.08
SPINT2	60.70	80.66	1218.68
PMVK	270.05	398.38	405.46
DMRT2	17.56	18.31	18.47
KHDRBS3	298.71	127.99	121.33
KHDRBS1	2511.44	2483.57	2438.37
CELF1	167.43	132.37	157.31
CELF2	52.31	47.22	49.96
LBX1	17.36	15.72	19.97
KLF1	38.44	36.30	34.08
CXCR6	47.54	32.40	49.95
CTCF	790.10	730.43	461.70
C6orf10	18.16	18.21	14.55
CD226	22.43	18.14	17.79
FARS2	204.52	218.85	186.50
CGRRF1	224.30	204.87	244.50
CGREF1	63.54	53.90	61.06
RRAGA	1023.57	561.25	513.99
DCTN6	1066.52	748.11	998.76
GNA13	313.23	171.25	280.82
TNFSF13B	35.35	39.02	39.40
CSPG5	56.13	42.80	64.47
AVIL	64.62	65.50	66.71
B3GNT2	221.26	143.01	140.65
GNB5	181.03	198.93	423.05
EBP	3408.69	5701.40	921.92
DLL3	57.30	39.59	52.04
CLDN16	127.57	123.67	85.15
PNMA2	69.42	35.51	31.52
CETN1	111.57	136.57	100.34
FUT9	13.90	14.12	15.23
GMEB1	132.56	175.67	114.71
RRH	50.60	52.22	65.61
CCT6B	56.32	51.19	35.24
CCT8	6892.92	6187.32	11573.20
CNPY3	162.90	144.89	245.72
CORIN	19.67	18.91	21.97
CETN2	1345.66	884.86	1225.54
CETN3	1158.55	1018.06	1067.26
FAM189B	507.93	687.06	934.99
USP39	462.50	488.29	370.70
POLD3	239.72	217.44	312.26
CERS1	47.36	45.19	55.40
TBR1	12.31	21.10	25.96
AP4B1	128.24	188.75	203.64
CETP	20.01	24.95	27.79
POLQ	294.80	400.15	219.35
SLC12A7	499.59	734.08	744.38
MGEA5	283.72	283.07	292.10
NFAT5	174.15	214.14	171.43
NUDC	1373.65	1734.37	2143.57
PTGES3	8370.51	7775.93	7846.32
CFL1	4833.99	4248.09	8210.19
YME1L1	2093.21	2358.25	1907.68
TCFL5	148.77	181.57	295.29
PLK4	132.06	120.81	83.69
STAG3	94.26	82.14	80.24
STAG2	425.17	465.71	591.90
SIX2	56.53	60.88	41.57
RFPL3S	19.98	22.27	18.10
RFPL3	64.84	140.99	72.36
RFPL2	21.01	27.66	27.99
CFL2	787.21	677.23	932.07
RFPL1S	13.29	10.68	19.18
RBBP9	173.43	122.24	112.93
RAI2	36.92	24.63	25.65
RAI1	283.48	411.14	356.44
PTTG2	23.19	17.84	24.46
PHTF1	122.30	148.72	232.87
MAP3K2	151.29	150.86	161.70
MASP2	34.25	53.30	45.73
KLRAP1	27.21	23.83	15.56
KIF1C	255.72	211.22	117.12
GRAP	39.18	39.37	42.05
CHL1	14.71	17.29	19.72
CAPN9	31.35	31.17	34.58
GIPC1	502.89	583.42	674.42
TRAF3IP2	131.93	88.40	134.60
CTSC	567.55	883.81	455.50
PLAC1	120.73	97.64	70.90
NUP50	136.21	135.76	77.29
NES	416.57	196.84	57.18
KDM5B	276.24	241.10	358.94
TOB2	88.47	185.57	121.41
HBS1L	194.97	196.94	88.20
AHCYL1	1039.66	1029.84	1142.12
PLK2	462.02	337.33	34.29
ZMYND11	153.02	164.26	147.43
SRSF10	1541.69	1478.28	1118.69
ZBTB6	34.68	21.59	12.94
POP4	826.23	932.66	882.28
ARPP19	350.77	378.36	599.29
ARPP21	25.03	21.91	18.07
ZNF271P	332.01	195.08	284.72
ZNF266	321.93	299.23	385.05
ZNF274	478.91	479.94	499.38
NEK6	582.49	710.41	205.34
WDR4	103.31	124.87	280.20
SLC17A3	68.92	69.54	62.61
NCKAP1	1323.46	1158.55	1540.09
IQGAP2	468.01	1093.17	64.05
VAMP5	273.99	246.63	146.76
ZNF273	84.02	62.64	51.32
ZNF460	33.73	24.13	24.15
MTHFD2	1802.15	2075.01	2268.62
OR5I1	50.59	64.14	45.40
RPP40	309.05	297.22	540.44
ADCY1	31.91	33.87	35.25
CYSLTR1	21.82	36.91	20.19
SEPT9	441.42	370.26	378.93
SEC24A	500.32	423.91	186.26
CCR9	36.89	29.48	30.81
GJB6	17.79	16.29	15.15
SDCCAG8	47.89	55.20	68.32
SDCCAG3	510.19	645.29	462.50
HSPH1	1343.33	1036.14	1176.51
STARD10	354.61	207.12	561.02
CFTR	23.65	21.78	99.27
WASF3	528.51	1085.39	361.26
NOXA1	48.28	45.03	65.91
UTP14A	202.40	368.42	295.05
CPLX2	14.97	23.30	28.12
CPLX1	92.51	138.61	167.95
FRS3	61.69	60.83	61.19
FRS2	118.42	88.41	60.70
CGA	499.38	308.26	3950.99
NEU3	51.68	59.29	71.58
FAXDC2	160.56	104.24	85.07
FAM114A2	144.79	118.92	170.41
ZNF275	200.90	257.35	238.03
ALDH1L1	49.32	51.73	41.14
FTCD	50.08	48.44	48.20
PPP1R17	48.40	59.55	45.31
TUBGCP2	177.32	186.08	250.05
CLPX	330.96	376.60	313.23
PDE10A	25.57	29.48	23.69
SRCAP	86.43	103.24	121.95
PPP1R13L	91.75	87.21	254.55
CD3EAP	323.14	270.56	380.72
CEACAM3	71.23	96.57	86.05
CCL27	17.83	18.68	21.66
HPSE	76.20	45.17	193.85
RUVBL2	1708.36	1536.89	1778.20
PGRMC1	1716.32	1328.15	1469.69
CYP46A1	47.77	53.03	49.92
LILRB1	47.16	60.65	53.70
SLC26A1	35.24	31.11	26.62
ADAM28	51.69	48.41	38.00
SLC22A7	42.76	44.38	46.06
ARID5A	71.59	90.14	60.58
HCP5	27.44	39.89	28.73
TSPAN9	103.82	170.04	104.79
USP20	86.23	69.71	56.08
USP19	104.87	93.83	96.96
HCST	55.43	58.48	85.11
CD300C	41.39	38.59	34.46
ME3	102.16	97.16	107.51
NMU	39.79	51.28	42.66
FGL2	21.49	22.37	25.46
EDDM3A	15.41	16.96	17.04
SMR3B	24.13	30.70	20.54
CEACAM7	21.58	23.93	21.29
ACTL7B	42.73	43.88	33.48
ACTL7A	57.58	83.23	57.58
C1QL1	41.59	47.72	395.46
MRPS30	1212.86	1250.68	600.03
WDR3	498.48	626.90	387.38
NPFFR2	38.48	29.81	33.28
GPR83	27.70	22.75	20.85
CEACAM8	12.87	14.82	15.67
RAB10	1131.17	825.77	2534.88
PPARGC1A	41.74	24.53	64.29
MALT1	204.15	116.66	260.67
MMP24	49.55	64.86	52.86
LYVE1	33.66	25.51	26.93
OCLM	37.71	34.87	29.84
YIF1A	2221.63	1845.25	825.77
CPSF4	599.78	777.34	622.83
JTB	2798.23	3274.14	6304.65
CEACAM4	77.14	115.44	128.64
ADCY2	38.80	44.13	34.10
RUNDC3A	50.43	103.55	61.70
BRD8	222.40	211.59	204.46
MTMR11	83.63	94.97	162.74
BLCAP	401.93	484.08	449.26
MAN1A2	92.97	89.10	101.67
TRAFD1	175.19	138.55	160.84
TXNL4A	333.19	430.27	292.18
PNPLA6	173.16	160.61	250.26
SUGT1	1181.99	1379.95	1126.08
UTS2	14.54	21.66	14.38
GADD45G	46.38	37.12	30.08
EDAR	104.19	169.41	83.78
PAPOLA	955.49	795.16	828.98
TCERG1	982.01	1041.75	869.53
MAGED2	349.20	218.50	894.23
BTNL3	125.58	135.57	121.53
EHMT2	156.62	196.20	223.03
COPS8	369.57	369.34	295.46
RNPS1	717.04	690.84	855.31
FASTK	673.20	617.03	698.69
SUB1	2276.18	2246.87	1868.68
SMPDL3A	427.71	342.89	246.37
DBF4	806.32	1149.91	778.58
SPIN1	446.96	463.78	329.10
RALBP1	128.49	144.26	113.98
SRSF8	155.19	108.36	191.21
APOBEC2	49.76	60.74	53.36
MORF4L1	8134.85	5609.67	4527.19
PRDX3	6187.32	5434.76	4693.99
GPR75	33.26	36.81	29.77
EHD1	246.12	184.75	175.80
AFG3L2	609.72	439.04	570.31
PRSS21	65.18	32.43	34.61
MSL3	104.46	124.14	197.73
C11orf58	2211.03	1454.19	1637.52
KDELR1	1704.46	1354.08	2261.40
SF3A3	427.30	532.56	276.01
AP3M2	319.59	222.00	277.15
STARD3	94.44	72.41	109.34
HNRNPA0	1241.44	1135.33	643.86
BTG3	1058.42	870.08	3037.14
SEC61B	6561.45	5670.26	6652.59
TOMM34	513.64	580.80	515.35
PDIA5	870.08	882.77	615.96
SERINC3	654.52	866.11	918.54
OS9	731.54	647.26	844.76
PNRC1	825.37	591.40	1854.48
TMED2	1240.41	1518.36	1205.24
LMAN2	633.19	665.83	662.83
ERP29	2786.43	2302.68	4854.81
MLLT11	716.69	653.34	1200.57
STIP1	870.56	930.98	1298.65
IFI44L	30.77	27.93	34.38
RAB40B	138.31	46.00	157.42
EBNA1BP2	667.35	744.74	956.09
CKAP4	1765.43	1523.00	1773.89
TMED10	1444.35	1464.00	1482.59
ASCC3	198.13	207.59	150.75
ADIRF	71.02	44.15	34.82
UQCR11	578.43	705.30	437.70
CLP1	1506.20	1066.52	539.17
FERMT2	471.99	331.62	307.21
COPS6	985.90	1286.56	1174.64
RAB32	979.50	621.24	1395.05
MAPRE2	521.56	563.04	448.95
CCNI	1880.76	2051.41	2433.81
GCN1	378.72	411.54	458.48
COPS5	2254.04	2232.43	1238.43
METAP2	833.13	410.09	389.59
IMMT	1258.95	1204.32	1320.07
LILRB5	22.02	22.67	26.35
SLC38A3	120.48	116.36	38.92
SF3B2	849.99	949.55	1081.56
SDS	66.95	83.12	101.62
ILVBL	301.33	290.96	604.58
SLC27A5	88.55	83.29	280.12
SLC27A4	221.51	125.67	275.35
ADCY3	44.25	50.06	153.73
NAT2	75.01	59.17	93.71
SLC27A3	132.69	98.02	112.30
SLC27A2	108.16	57.50	261.60
KIF2C	767.01	955.49	655.70
SPINK5	94.78	100.34	52.82
LILRB4	19.01	12.24	16.91
CCDC85B	95.25	106.25	182.24
IL24	32.50	37.41	33.85
GLIPR1	275.56	77.33	41.40
TLK2	315.13	319.68	415.90
KLK11	63.87	83.74	64.34
TMSB15A	91.35	41.22	70.93
KDELR2	1835.94	2502.23	1557.59
KDELR3	784.32	934.40	526.54
ATF7	84.81	107.75	78.98
SNRNP27	738.06	738.06	637.07
TMED1	302.19	298.21	341.16
LIAS	199.63	215.28	184.84
CHAD	67.35	59.06	46.04
IFT27	247.81	100.06	197.28
RAB35	191.59	199.18	269.68
TDRKH	44.33	68.69	54.97
LILRA1	15.90	16.99	22.52
LILRB3	336.74	466.07	443.07
LILRA3	38.57	29.75	46.23
LILRA2	32.60	27.24	30.76
RCBTB2	111.37	127.02	62.84
RBPMS	543.56	436.25	1137.07
RAB31	496.86	385.80	853.83
ADAP1	102.91	138.38	165.13
DSTN	6843.89	4187.58	5549.72
RIPK3	55.86	76.55	52.93
GTF2A1L	18.58	22.22	16.31
STON1	38.38	42.29	33.47
CHAT	24.29	45.36	33.17
PIM2	245.40	186.55	195.90
B4GAT1	2694.31	3371.79	619.13
MID2	112.53	147.07	180.53
PAPD7	253.35	460.07	289.36
UPK1A	53.78	49.05	114.57
SLC35D2	866.59	1494.35	710.06
ADRM1	1216.74	1329.25	1237.40
NUDT21	648.43	528.95	349.42
CPSF6	536.86	484.75	367.96
OGFR	136.25	156.81	144.19
ZPBP	32.04	24.16	26.15
DDX52	293.64	260.82	332.31
ABHD2	166.77	132.18	192.93
WWP1	538.54	496.86	347.00
CHD1	268.95	296.46	285.59
WWP2	117.98	90.46	87.71
LECT1	30.06	32.93	31.35
DUS4L	139.71	168.99	193.22
SOX30	15.92	16.84	14.61
CNTRL	70.40	52.09	34.08
UBE2C	3924.79	5197.13	3240.05
SNRNP35	222.18	289.68	239.02
C10orf10	160.33	167.87	93.98
CYB561D2	175.28	195.96	397.11
RAPGEF4	19.47	19.05	14.86
CHD2	142.64	172.74	102.32
TMEM115	189.26	169.66	208.60
DUSP14	304.27	344.51	688.02
TOPBP1	780.58	836.84	835.91
TRIM31	44.40	29.74	56.91
STMN2	20.46	21.35	20.10
TPPP	22.41	28.83	43.51
HSF2BP	43.91	109.52	71.43
TRIOBP	286.78	222.75	259.56
RER1	438.16	435.79	664.03
CHD3	174.24	166.81	167.54
DNAJB4	84.13	64.17	108.31
KERA	16.91	15.78	16.57
ESM1	31.21	64.01	46.47
DIDO1	177.49	174.32	106.27
ADAM30	15.85	16.96	18.21
ADAM29	14.06	24.30	16.82
CHD4	373.10	288.37	348.47
WDR5	259.21	371.73	179.56
C9orf9	63.24	76.28	91.03
ADAMTS13	62.06	47.95	57.03
CACFD1	209.82	227.15	210.20
ADAMTS8	27.66	28.79	26.27
ADAMTS5	28.12	24.35	25.37
NUPL2	201.96	285.59	238.97
PRSS23	924.16	342.58	948.96
PTPN21	87.15	64.92	73.94
AKR1C4	36.56	51.86	15.37
HNRNPUL1	672.27	704.96	590.91
ATE1	102.49	126.24	142.67
RPP14	309.42	276.47	236.91
KRR1	507.37	309.67	469.18
KATNA1	225.88	180.04	219.79
PRDM7	32.27	31.38	30.29
PRDM5	31.77	27.00	51.48
PRDM4	161.00	187.05	268.30
HIBADH	322.20	225.24	240.67
CIT	301.00	424.20	369.67
FGFR1OP	355.35	359.16	400.79
EMILIN1	21.80	19.38	24.30
BTN3A2	76.18	66.47	131.84
BTN3A1	53.75	48.38	74.31
CHEK1	304.18	413.83	454.08
BTN2A1	242.06	236.66	331.62
PTPRT	70.55	70.71	55.50
RCAN3	52.87	18.54	48.40
FAF1	230.05	234.27	313.86
CD160	24.20	25.96	24.47
KIF3A	64.49	35.73	101.56
POLR3A	219.96	224.02	142.29
CLASRP	570.55	491.11	574.00
FOXN3	160.14	232.04	168.00
ZWINT	2302.68	2204.14	1700.68
CAPN11	57.10	38.78	53.82
CAPN10	35.56	32.01	33.33
KPTN	184.96	203.22	253.07
CDC42EP1	358.62	338.15	206.07
SLC7A9	80.07	96.07	60.29
PWP1	1155.98	763.51	1746.56
TBC1D8	498.86	340.95	732.61
CHGA	24.41	63.47	50.86
CDC37	774.92	479.60	677.23
IL1RAPL1	27.58	26.00	29.30
PKIG	319.15	424.88	446.37
DMC1	24.44	17.60	29.11
PLA2G16	1093.17	665.55	873.58
GLMN	309.50	377.31	513.24
HHLA3	102.80	101.72	109.42
HHLA2	11.76	13.26	12.69
BVES	96.50	68.50	52.34
CHGB	50.82	19.83	32.55
CORO1A	69.25	86.62	84.83
WDR45	343.70	146.69	360.26
FICD	118.90	148.55	192.64
AP4S1	230.53	153.77	106.25
LDB3	30.15	36.63	35.62
PTP4A3	121.53	62.48	48.86
LSM6	1036.78	1126.08	537.90
ERLIN2	186.08	166.69	186.03
C14orf1	483.54	460.86	354.17
NUDT6	132.21	122.45	127.27
NUDT4	354.71	265.43	431.29
NUDT5	996.83	1616.32	1284.42
NUDT3	264.42	345.56	348.04
SOX21	22.93	39.28	37.89
FSTL1	570.07	134.15	91.29
PSIP1	413.43	402.71	189.22
WDHD1	103.88	67.65	59.84
CHI3L1	25.65	29.24	27.84
FAM107A	39.78	59.84	48.15
STRAP	3837.10	4326.25	5007.93
INSL6	21.07	31.42	112.80
ADAMTS6	35.84	37.47	33.55
BAZ2A	224.66	254.02	233.73
BAZ1A	292.74	250.05	226.22
LZTS1	22.66	25.01	31.64
ZNF277	270.35	189.16	255.10
CHI3L2	56.85	55.24	40.12
WDR6	135.40	90.96	118.90
TREH	18.42	18.83	16.93
SLC2A6	234.40	204.00	167.87
MAP4K5	148.15	147.76	188.69
MAP4K1	53.84	74.33	99.70
INMT	24.00	23.67	20.12
RASSF1	273.31	253.28	238.59
PKP3	48.16	44.48	34.06
NISCH	508.11	371.39	407.82
CELF3	46.83	66.78	72.15
CHIT1	29.88	26.79	30.83
CEP250	108.18	121.27	102.14
WBP4	134.76	158.94	136.31
ABCB8	58.67	62.28	84.50
SEC23IP	249.73	323.14	295.13
WIF1	75.71	32.19	25.74
SUPT16H	1196.74	754.98	470.84
ANXA10	56.61	63.63	57.19
CHKA	961.54	1410.70	346.91
POLI	73.36	61.93	55.66
KLK8	30.42	53.69	33.56
CHKB	288.77	277.53	323.52
FZD10	18.54	22.60	15.77
PROSC	1075.51	812.37	701.31
IRAK3	21.28	21.86	22.89
AKAP13	156.01	169.95	188.18
AKAP11	322.49	451.57	373.46
AKAP10	64.47	63.15	48.82
DDX20	352.68	356.98	142.12
TREX2	24.05	24.41	22.61
CHM	22.85	32.25	87.31
DUSP10	187.99	123.46	107.23
MRPL3	2483.57	2762.58	2140.45
GALNT6	43.21	51.37	52.07
GALNT5	187.43	188.65	120.42
RASSF8	27.24	39.19	25.84
CHML	113.32	102.16	167.01
PRAF2	268.45	208.54	425.02
SEC63	704.33	712.13	716.29
POLG2	151.78	160.05	212.62
HPS5	254.48	197.94	226.52
PDCD10	1257.90	1274.75	1252.76
RNF139	443.81	454.71	602.33
RNF24	220.48	141.27	138.06
CA5B	53.47	70.28	60.76
EGLN2	192.79	193.07	276.09
EGLN3	113.64	68.02	54.61
CHN1	409.95	359.49	775.35
PADI2	47.56	76.72	60.50
PMF1	735.51	946.59	410.35
ZHX1	379.64	357.20	117.60
GPR176	33.70	27.11	55.42
PRKCDBP	32.67	40.98	45.58
PRRT2	38.40	24.34	70.15
ERI2	23.85	18.37	16.00
NXPH4	62.24	89.16	76.23
SAT2	1004.04	676.34	1097.04
DTD2	743.25	538.54	128.79
NXPH3	91.29	145.27	94.40
NXPH2	40.80	63.58	29.86
CHN2	148.00	408.90	38.82
GPR45	73.50	82.52	86.44
PTGDR2	40.75	41.38	29.01
PACSIN2	568.26	320.06	434.47
MAN1B1	315.22	342.98	292.34
SLC6A14	23.04	15.57	50.48
HRH3	80.81	110.03	86.52
SNX18	63.93	50.98	78.43
DCTN3	976.38	940.18	1639.23
FILIP1L	139.94	175.11	95.38
MRAP2	34.86	57.16	35.78
XPOT	2121.40	4058.41	1771.68
RWDD2A	146.93	82.33	156.21
CMTM7	820.86	742.17	509.45
CHP1	478.74	305.56	563.28
SP140	16.97	25.16	22.00
PXMP4	188.84	202.36	136.05
DUSP12	650.14	672.88	601.82
SNF8	819.05	699.99	1098.64
FAM71E1	102.05	89.85	114.41
NRM	471.66	662.24	946.59
RDH13	163.69	164.29	212.07
PRR4	52.22	57.71	54.22
ATXN2L	50.20	66.17	85.54
IL17F	23.00	20.47	21.38
IFT43	193.22	156.66	324.44
KLHL2	270.56	243.72	205.81
SYNRG	95.55	89.58	115.82
GLMP	645.29	654.21	1074.76
TREX1	99.77	166.77	104.65
KLF12	90.00	117.30	40.24
KLF8	18.10	24.68	30.58
KRT71	28.96	38.19	34.51
SCN11A	12.30	12.40	11.32
FDX1L	200.13	223.85	214.30
HOGA1	78.65	66.56	96.52
POU6F2	18.30	23.35	21.36
MGAT4B	692.13	915.24	1133.60
CYP4F8	20.13	18.99	18.35
WDR89	84.96	69.28	60.91
L3HYPDH	154.56	138.35	157.16
PNKP	248.67	182.56	296.79
TP53RK	197.33	195.56	184.75
B4GALT7	161.98	159.24	147.83
SGF29	366.61	418.07	249.66
PHF21B	15.40	18.01	18.94
CHRM1	21.20	23.07	17.03
VPS26B	178.99	197.98	172.23
GLB1L3	14.41	12.17	13.78
NACC1	56.45	51.24	93.43
CFAP36	182.70	80.11	517.85
MED8	338.94	432.72	232.39
KTI12	169.92	132.31	190.68
CHRM2	35.15	40.03	31.23
ADCY6	208.60	223.15	264.13
RPUSD1	130.21	152.18	195.36
PLCD3	86.14	91.41	193.03
PTH2	88.71	121.95	100.04
SLCO2B1	137.09	109.61	81.04
LYST	84.94	85.43	84.64
MTFR2	311.29	266.72	421.94
VPS45	334.67	333.98	424.61
CDCA5	527.34	691.51	780.20
LYPLA2	248.00	289.20	220.36
AHNAK2	44.70	60.41	83.65
CD300A	44.56	56.93	49.91
PARK7	4458.37	4172.51	7775.93
COPE	1842.82	2614.46	1154.22
SAAL1	352.99	296.30	295.37
IZUMO4	52.04	42.89	56.83
SCAMP4	127.14	133.69	151.11
ADAT3	126.87	104.17	139.31
RBPJL	19.88	16.48	25.78
CHST14	199.44	213.71	426.59
GPR182	30.00	27.31	25.92
ECD	404.14	428.72	475.50
CHRM3	65.54	33.92	36.18
CASC4	1031.19	975.10	2108.94
MGAT4A	209.08	198.54	105.49
GPN1	741.40	598.04	833.59
KIF12	137.13	134.50	112.82
TMC6	143.74	57.70	127.42
LOC113230	40.68	82.41	99.39
SLC46A1	147.33	167.46	130.25
C12orf57	809.34	401.18	1788.83
LARP4	335.44	245.98	248.07
DDX42	472.35	421.39	411.83
GLCCI1	210.78	354.29	166.44
VSIG4	55.75	56.64	65.56
TMEM106A	17.18	17.03	15.30
SLC52A3	51.48	45.85	96.00
STK38	120.90	129.97	238.54
CHRM4	61.58	95.85	57.76
CTRC	79.71	125.11	87.61
PHB2	5247.81	4492.49	5580.20
ACOT7	510.37	375.20	774.92
PDAP1	49.58	30.25	31.63
TUSC2	258.87	256.05	286.54
CBX3	1829.08	2183.31	2005.57
EXOC3	162.10	232.82	237.22
GABARAP	4326.25	3022.65	3753.97
U2AF2	121.27	135.44	164.37
OIP5	628.51	720.12	784.70
CHRM5	33.99	36.28	28.90
SFT2D1	1437.45	736.27	1521.42
EXOSC8	1210.01	1540.09	643.01
TEX261	521.74	593.83	606.60
SCRG1	35.82	31.64	31.09
RNF13	447.11	299.56	841.02
MGLL	138.88	861.67	67.85
SMIM12	623.13	750.03	833.13
TWF2	133.48	116.19	206.70
AZIN2	60.97	74.46	69.31
TMEM54	170.92	94.07	166.03
GABARAPL2	1831.36	1179.21	1253.81
CHRNA1	28.10	30.40	28.42
HELQ	48.65	44.88	44.75
CMTM1	44.39	40.66	28.91
CHRNA2	77.84	106.91	99.32
CYP2U1	42.66	45.09	72.94
ADPRHL1	72.31	68.70	96.55
MFSD3	114.82	112.67	106.45
SDSL	84.59	67.78	268.15
